cell_id,cell_x,cell_y,types_json,center_lon,center_lat,coefficient_freq,coefficient_spatial
2_111,2,111,{},130.53404049506827,48.6395045045045,4.279394333090757e-06,8.258121396339673e-06
2_112,2,112,{},130.53404049506827,48.64851351351351,4.279394333090757e-06,4.279002520984677e-06
2_113,2,113,{},130.53404049506827,48.65752252252253,4.279394333090757e-06,4.279002520984678e-06
2_114,2,114,{},130.53406227310415,48.66651767323694,4.279394333090757e-06,4.279002520984678e-06
2_115,2,115,{},130.53597048915896,48.6749759439889,4.279394333090757e-06,4.279002520984678e-06
2_116,2,116,{},130.5388632802061,48.68346701476358,4.279394333090757e-06,4.279002520984677e-06
2_117,2,117,{},130.54053382248105,48.68963517085569,4.279394333090757e-06,4.279002520984677e-06
3_104,3,104,{},130.55372727882354,48.58078790738474,4.279394333090757e-06,4.279002520984677e-06
3_105,3,105,{},130.5480419916509,48.58592327792246,4.279394333090757e-06,4.279002520984678e-06
3_106,3,106,{},130.54765669309552,48.59445945945946,4.279394333090757e-06,4.279002520984678e-06
3_107,3,107,{},130.54765669309552,48.60346846846846,4.279394333090757e-06,4.279002520984678e-06
3_108,3,108,{},130.54765669309552,48.612477477477476,4.279394333090757e-06,8.621382689254935e-06
3_109,3,109,{},130.54765669309552,48.62148648648648,4.279394333090757e-06,2.099096179218706e-05
3_110,3,110,"{'total': 1, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 1, 'types': {'waterway:drain': 1}}}}",130.54765669309552,48.630495495495495,4.009474338732106e-05,2.8149301315563074e-05
3_111,3,111,{},130.54765669309552,48.6395045045045,4.279394333090757e-06,2.6459176568912644e-05
3_112,3,112,{},130.54765669309552,48.64851351351351,4.279394333090757e-06,1.6689744959300426e-05
3_113,3,113,{},130.54765669309552,48.65752252252253,4.279394333090757e-06,4.279002520984678e-06
3_114,3,114,{},130.54765669309552,48.66653153153153,4.279394333090757e-06,4.279002520984678e-06
3_115,3,115,{},130.54765669309552,48.67554054054054,4.279394333090757e-06,4.279002520984677e-06
3_116,3,116,{},130.54765669309552,48.68454954954955,4.279394333090757e-06,4.279002520984678e-06
3_117,3,117,{},130.5483818035269,48.69328380215046,4.279394333090757e-06,4.279002520984678e-06
3_118,3,118,{},130.55070741206094,48.70206159756189,4.279394333090757e-06,3.8430918971483745e-05
3_119,3,119,{},130.55286454108582,48.71002638165372,4.279394333090757e-06,4.98148911216501e-05
4_104,4,104,{},130.56298563796352,48.579795940334016,4.279394333090757e-06,4.279002520984677e-06
4_105,4,105,{},130.56127289112285,48.58545045045044,4.279394333090757e-06,4.279002520984678e-06
4_106,4,106,{},130.56127289112285,48.59445945945946,4.279394333090757e-06,4.279002520984677e-06
4_107,4,107,{},130.56127289112285,48.60346846846846,4.279394333090757e-06,1.0855896067544296e-05
4_108,4,108,{},130.56127289112285,48.612477477477476,4.279394333090757e-06,2.9420212533032524e-05
4_109,4,109,"{'total': 1, 'dominant_layer': 'multipolygons', 'layers': {'multipolygons': {'count': 1, 'types': {'natural:water': 1}}}}",130.56127289112285,48.62148648648648,4.3364394385744786e-05,5.7172062484694415e-05
4_110,4,110,"{'total': 3, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 3, 'types': {'waterway:drain': 3}}}}",130.56127289112285,48.630495495495495,7.980045092617932e-05,7.385501119547551e-05
4_111,4,111,"{'total': 4, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 4, 'types': {'waterway:drain': 4}}}}",130.56127289112285,48.6395045045045,9.258283371031873e-05,7.497334074165617e-05
4_112,4,112,{},130.56127289112285,48.64851351351351,4.279394333090757e-06,6.160016518247235e-05
4_113,4,113,{},130.56127289112285,48.65752252252253,4.279394333090757e-06,3.7678913500416553e-05
4_114,4,114,{},130.56127289112285,48.66653153153153,4.279394333090757e-06,3.243109595133254e-05
4_115,4,115,{},130.56127289112285,48.67554054054054,4.279394333090757e-06,1.7202070768942368e-05
4_116,4,116,{},130.56127289112285,48.68454954954955,4.279394333090757e-06,6.972756171918801e-06
4_117,4,117,{},130.56127289112285,48.69355855855855,4.279394333090757e-06,2.911675993952945e-05
4_118,4,118,{},130.56127289112285,48.70256756756756,4.279394333090757e-06,2.911675993952945e-05
4_119,4,119,"{'total': 8, 'dominant_layer': 'lines', 'layers': {'points': {'count': 1, 'types': {'point:other': 1}}, 'lines': {'count': 5, 'types': {'highway:residential': 5}}, 'multipolygons': {'count': 2, 'types': {'multipolygon:other': 2}}}}",130.56127321065375,48.711576366634475,0.0002775197432335125,3.160053568138393e-05
4_120,4,120,{},130.562443012397,48.720255448598664,4.279394333090757e-06,3.463626158809496e-05
4_121,4,121,{},130.56481277336516,48.72900533525007,4.279394333090757e-06,4.330976417869789e-05
4_122,4,122,{},130.5668218863172,48.73642359845777,4.279394333090757e-06,4.279002520984677e-06
5_102,5,102,{},130.58160487336696,48.5621432521545,4.279394333090757e-06,4.279002520984677e-06
5_103,5,103,{},130.5812357364709,48.568418579387775,4.279394333090757e-06,4.279002520984677e-06
5_104,5,104,{},130.575901310217,48.57813839938149,4.279394333090757e-06,4.279002520984678e-06
5_105,5,105,{},130.57488908915016,48.58545045045044,4.279394333090757e-06,4.279002520984678e-06
5_106,5,106,{},130.57488908915016,48.59445945945946,4.279394333090757e-06,2.8378512109991432e-05
5_107,5,107,{},130.57488908915016,48.60346846846846,4.279394333090757e-06,4.4210022490778085e-05
5_108,5,108,"{'total': 1, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 1, 'types': {'waterway:stream': 1}}}}",130.57488908915016,48.612477477477476,6.347685624393466e-05,7.62643025160561e-05
5_109,5,109,"{'total': 9, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 9, 'types': {'waterway:drain': 9}}}}",130.57488908915016,48.62148648648648,0.000132288541249177,8.423073021219645e-05
5_110,5,110,"{'total': 11, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 11, 'types': {'waterway:drain': 11}}}}",130.57488908915016,48.630495495495495,0.00014273250843987098,0.0001163910486512277
5_111,5,111,"{'total': 12, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 12, 'types': {'highway:track': 1, 'waterway:drain': 11}}}}",130.57488908915016,48.6395045045045,0.00019491608310233125,0.0001317049285499592
5_112,5,112,"{'total': 6, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 6, 'types': {'waterway:drain': 6}}}}",130.57488908915016,48.64851351351351,0.00011185704934145626,0.0001126585942099451
5_113,5,113,"{'total': 3, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 3, 'types': {'highway:track': 1, 'waterway:drain': 2}}}}",130.57488908915016,48.65752252252253,0.00011550466802461472,7.179280646993497e-05
5_114,5,114,"{'total': 7, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 7, 'types': {'waterway:drain': 7}}}}",130.57488908915016,48.66653153153153,0.00011950615846503759,3.243109595133254e-05
5_115,5,115,"{'total': 2, 'dominant_layer': 'multipolygons', 'layers': {'multipolygons': {'count': 2, 'types': {'natural:wood': 2}}}}",130.57488908915016,48.67554054054054,3.1219397410951295e-05,2.976140046484577e-05
5_116,5,116,{},130.57488908915016,48.68454954954955,4.279394333090757e-06,2.9458586538780972e-05
5_117,5,117,{},130.57488908915016,48.69355855855855,4.279394333090757e-06,4.0884314552854375e-05
5_118,5,118,{},130.57488908915016,48.70256756756756,4.279394333090757e-06,5.7496582421348955e-05
5_119,5,119,{},130.57488908915016,48.711576576576576,4.279394333090757e-06,4.7331514937065405e-05
5_120,5,120,{},130.57488908915016,48.720585585585575,4.279394333090757e-06,2.7046946821317385e-05
5_121,5,121,{},130.57488908915016,48.7295945945946,4.279394333090757e-06,4.279002520984678e-06
5_122,5,122,{},130.5749485501152,48.738568281033665,4.279394333090757e-06,4.279002520984678e-06
5_123,5,123,{},130.5765618473628,48.74724893519102,4.279394333090757e-06,4.279002520984678e-06
5_124,5,124,{},130.57890924473494,48.755916248565086,4.279394333090757e-06,4.279002520984677e-06
5_125,5,125,{},130.58077923154863,48.76282081526182,4.279394333090757e-06,4.279002520984677e-06
6_94,6,94,{},130.59331874451493,48.488768845570846,4.279394333090757e-06,1.0970360278967724e-05
6_95,6,95,{},130.59233350324524,48.49549422745591,4.279394333090757e-06,1.0970360278967724e-05
6_96,6,96,{},130.5918047531733,48.504482978678645,4.279394333090757e-06,3.210116846097918e-05
6_97,6,97,{},130.59127568985048,48.513477055166184,4.279394333090757e-06,3.210116846097918e-05
6_98,6,98,{},130.59074642244659,48.52247460103324,4.279394333090757e-06,2.893161206666471e-05
6_99,6,99,{},130.5902170146825,48.53147453302173,4.279394333090757e-06,4.279002520984677e-06
6_100,6,100,{},130.58968750625232,48.54047617633499,4.279394333090757e-06,1.4291629277067438e-05
6_101,6,101,{},130.58915792317194,48.5494790887009,4.279394333090757e-06,1.3886195717918811e-05
6_102,6,102,{},130.588647351508,48.558473030621215,4.279394333090757e-06,1.2818729807148354e-05
6_103,6,103,{},130.58850528717744,48.56743243243243,4.279394333090757e-06,5.804619342709816e-06
6_104,6,104,{},130.58850528717744,48.57644144144143,4.279394333090757e-06,7.158627396127759e-06
6_105,6,105,{},130.58850528717744,48.58545045045044,4.279394333090757e-06,6.595251442395422e-05
6_106,6,106,{},130.58850528717744,48.59445945945946,4.279394333090757e-06,0.0002119993736355908
6_107,6,107,"{'total': 26, 'dominant_layer': 'multipolygons', 'layers': {'points': {'count': 1, 'types': {'man_made:tower': 1}}, 'multipolygons': {'count': 25, 'types': {'building:[не указан]': 25}}}}",130.58850528717744,48.60346846846846,0.00024529655723424615,0.00022163361921464627
6_108,6,108,"{'total': 1, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 1, 'types': {'waterway:stream': 1}}}}",130.58850528717744,48.612477477477476,6.347685624393466e-05,0.00018433893624908497
6_109,6,109,"{'total': 2, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 2, 'types': {'waterway:river': 2}}}}",130.58850528717744,48.62148648648648,0.00012570018339650232,7.501743133041284e-05
6_110,6,110,"{'total': 5, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 5, 'types': {'waterway:drain': 5}}}}",130.58850528717744,48.630495495495495,0.0001030268009010127,0.00011993290298265755
6_111,6,111,"{'total': 10, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 10, 'types': {'waterway:drain': 10}}}}",130.58850528717744,48.6395045045045,0.00013774821594875439,0.00011702341489145003
6_112,6,112,"{'total': 15, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 10, 'types': {'highway:track': 1, 'waterway:drain': 9}}, 'multipolygons': {'count': 5, 'types': {'landuse:quarry': 1, 'natural:wood': 4}}}}",130.58850528717744,48.64851351351351,0.0003185095577542849,0.00010255260519338305
6_113,6,113,{},130.58850528717744,48.65752252252253,4.279394333090757e-06,7.179280646993496e-05
6_114,6,114,{},130.58850528717744,48.66653153153153,4.279394333090757e-06,3.542415556348157e-05
6_115,6,115,{},130.58850528717744,48.67554054054054,4.279394333090757e-06,3.7643734738817075e-05
6_116,6,116,"{'total': 2, 'dominant_layer': 'multipolygons', 'layers': {'multipolygons': {'count': 2, 'types': {'natural:wood': 2}}}}",130.58850528717744,48.68454954954955,3.1219397410951295e-05,7.019416236027588e-05
6_117,6,117,"{'total': 19, 'dominant_layer': 'multipolygons', 'layers': {'lines': {'count': 1, 'types': {'highway:residential': 1}}, 'multipolygons': {'count': 18, 'types': {'building:[не указан]': 18}}}}",130.58850528717744,48.69355855855855,0.00020221828434979823,7.941518004981817e-05
6_118,6,118,"{'total': 9, 'dominant_layer': 'multipolygons', 'layers': {'multipolygons': {'count': 9, 'types': {'building:[не указан]': 9}}}}",130.58850528717744,48.70256756756756,0.0001185471365816051,7.258461845628785e-05
6_119,6,119,{},130.58850528717744,48.711576576576576,4.279394333090757e-06,3.0212890692706684e-05
6_120,6,120,{},130.58850528717744,48.720585585585575,4.279394333090757e-06,1.570473053505808e-05
6_121,6,121,{},130.58850528717744,48.7295945945946,4.279394333090757e-06,4.279002520984678e-06
6_122,6,122,{},130.58850528717744,48.7386036036036,4.279394333090757e-06,4.279002520984678e-06
6_123,6,123,{},130.58850528717744,48.74761261261261,4.279394333090757e-06,4.279002520984677e-06
6_124,6,124,{},130.58850528717744,48.75662162162162,4.279394333090757e-06,4.279002520984678e-06
6_125,6,125,{},130.58872004708311,48.7655180932768,4.279394333090757e-06,4.279002520984678e-06
6_126,6,126,{},130.5906786278416,48.774234835985425,4.279394333090757e-06,4.279002520984678e-06
6_127,6,127,{},130.59299028118795,48.78277017141802,4.279394333090757e-06,4.279002520984677e-06
6_128,6,128,{},130.59473657678004,48.78921803206587,4.279394333090757e-06,4.279002520984677e-06
7_93,7,93,{},130.60511545043573,48.478741151984444,4.279394333090757e-06,4.279002520984677e-06
7_94,7,94,{},130.60232070261117,48.486472275600974,4.279394333090757e-06,9.483391888304824e-06
7_95,7,95,{},130.60212148520475,48.49536036036036,4.279394333090757e-06,2.1984017210072087e-05
7_96,7,96,"{'total': 1, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 1, 'types': {'highway:residential': 1}}}}",130.60212148520475,48.504369369369364,5.1123187555545454e-05,2.1984017210072087e-05
7_97,7,97,"{'total': 6, 'dominant_layer': 'lines', 'layers': {'points': {'count': 1, 'types': {'point:other': 1}}, 'lines': {'count': 5, 'types': {'highway:residential': 5}}}}",130.60212148520475,48.51337837837837,0.00015220859568547293,2.3754518678980825e-05
7_98,7,98,{},130.60212148520475,48.52238738738739,4.279394333090757e-06,2.0714075551438032e-05
7_99,7,99,{},130.60212148520475,48.531396396396396,4.279394333090757e-06,1.0286578574634335e-05
7_100,7,100,{},130.60212148520475,48.54040540540541,4.279394333090757e-06,1.0954087025039853e-05
7_101,7,101,"{'total': 1, 'dominant_layer': 'lines', 'layers': {'lines': {'count': 1, 'types': {'highway:unclassified': 1}}}}",130.60212148520475,48.54941441441441,6.436065578017212e-05,1.1964757078531986e-05
7_102,7,102,"{'total': 1, 'dominant_layer': 'points', 'layers': {'points': {'count': 1, 'types': {'point:other': 1}}}}",130.60212148520475,48.55842342342343,2.1062716016766036e-05,1.1964757078531986e-05
7_103,7,103,{},130.60212148520475,48.56743243243243,4.279394333090757e-06,9.12476838753972e-06
7_104,7,104,{},130.60212148520475,48.57644144144143,4.279394333090757e-06,9.12476838753972e-06
7_105,7,105,"{'total': 1, 'dominant_layer': 'multipolygons', 'layers': {'multipolygons': {'count': 1, 'types': {'building:[не указан]': 1}}}}",130.60212148520475,48.58545045045044,3.595816839982488e-05,6.595251442395422e-05
7_106,7,106,"{'total': 70, 'dominant_layer': 'multipolygons', 'layers': {'points': {'count': 1, 'types': {'point:other': 1}}, 'lines': {'count': 9, 'types': {'highway:residential': 2, 'highway:service': 6, 'highway:unclassified': 1}}, 'multipolygons': {'count': 60, 'types': {'building:[не указан]': 59, 'building:school': 1}}}}",130.60212148520475,48.59445945945946,0.0005893922114025056,0.00021199937363559082
7_107,7,107,"{'total': 41, 'dominant_layer': 'multipolygons', 'layers': {'points': {'count': 1, 'types': {'highway:bus_stop': 1}}, 'lines': {'count': 6, 'types': {'highway:service': 2, 'highway:tertiary': 2, 'highway:track': 2}}, 'multipolygons': {'count': 34, 'types': {'building:[не указан]': 23, 'building:farm': 3, 'building:garage': 7, 'landuse:industrial': 1}}}}",130.60212148520475,48.60346846846846,0.0010161251618587188,0.00021505672566808666
7_108,7,108,{},130.60212148520475,48.612477477477476,4.279394333090757e-06,0.00016354010640530739
7_109,7,109,{},130.60212148520475,48.62148648648648,4.279394333090757e-06,4.056522054537403e-05
7_110,7,110,"{'total': 1, 'dominant_layer': 'multipolygons', 'layers': {'multipolygons': {'count': 1, 'types': {'building:[не указан]': 1}}}}",130.60212148520475,48.630495495495495,3.595816839982488e-05,4.436305470088253e-05
7_111,7,111,{},130.60212148520475,48.6395045045045,4.279394333090757e-06,7.023814062617505e-05
7_112,7,112,{},130.60212148520475,48.64851351351351,4.279394333090757e-06,5.490614300301157e-05
7_113,7,113,"{'total': 2, 'dominant_layer': 'multipolygons', 'layers': {'multipolygons': {'count': 2, 'types': {'natural:wood': 2}}}}",130.60212148520475,48.65752252252253,3.1219397410951295e-05,3.8392895490503094e-05
7_114,7,114,{},130.60212148520475,48.66653153153153,4.279394333090757e-06,7.2720621331337024e-06
7_115,7,115,{},130.60212148520475,48.67554054054054,4.279394333090757e-06,3.582205262033901e-05
7_116,7,116,{},130.60212148520475,48.68454954954955,4.279394333090757e-06,6.798945203574476e-05
7_117,7,117,"{'total': 16, 'dominant_layer': 'multipolygons', 'layers': {'points': {'count': 3, 'types': {'highway:bus_stop': 2, 'point:other': 1}}, 'lines': {'count': 1, 'types': {'highway:residential': 1}}, 'multipolygons': {'count': 12, 'types': {'building:[не указан]': 12}}}}",130.60212148520475,48.69355855855855,0.0002974047103283914,7.941518004981815e-05
7_118,7,118,"{'total': 10, 'dominant_layer': 'multipolygons', 'layers': {'multipolygons': {'count': 10, 'types': {'building:[не указан]': 10}}}}",130.60212148520475,48.70256756756756,0.0001234380176441459,8.505337608121646e-05
7_119,7,119,{},130.60212148520475,48.711576576576576,4.279394333090757e-06,4.8445542957546234e-05
7_120,7,120,{},130.60212148520475,48.720585585585575,4.279394333090757e-06,3.2603160899816677e-05
7_121,7,121,{},130.60212148520475,48.7295945945946,4.279394333090757e-06,4.279002520984678e-06
7_122,7,122,{},130.60212148520475,48.7386036036036,4.279394333090757e-06,4.279002520984678e-06
7_123,7,123,{},130.60212148520475,48.74761261261261,4.279394333090757e-06,4.279002520984677e-06
7_124,7,124,{},130.60212148520475,48.75662162162162,4.279394333090757e-06,4.279002520984678e-06
7_125,7,125,{},130.60212148520475,48.76563063063062,4.279394333090757e-06,4.279002520984678e-06
7_126,7,126,{},130.60212148520475,48.774639639639645,4.279394333090757e-06,4.279002520984677e-06
7_127,7,127,{},130.60212148520475,48.783648648648644,4.279394333090757e-06,4.279002520984678e-06
7_128,7,128,{},130.60258595487466,48.792450650445154,4.279394333090757e-06,4.279002520984678e-06
7_129,7,129,{},130.60501509357988,48.80081168303864,4.279394333090757e-06,4.279002520984678e-06
7_130,7,130,{},130.60801011320265,48.807090642186914,4.279394333090757e-06,4.279002520984677e-06
7_138,7,138,{},130.60848058367313,48.88590525061643,4.279394333090757e-06,4.279002520984677e-06
7_139,7,139,{},130.60742349780526,48.89247875642027,4.279394333090757e-06,4.279002520984677e-06
7_140,7,140,{},130.607738594539,48.89964281457871,4.279394333090757e-06,4.279002520984677e-06
7_141,7,141,{},130.6087608639534,48.905776431065235,4.279394333090757e-06,4.279002520984677e-06
8_92,8,92,{},130.61885935032595,48.471609027197914,4.279394333090757e-06,4.279002520984677e-06
8_93,8,93,{},130.6157910608317,48.47738016683518,4.279394333090757e-06,4.279002520984678e-06
8_94,8,94,{},130.61573768323206,48.48635135135134,4.279394333090757e-06,4.279002520984678e-06
8_95,8,95,{},130.61573768323206,48.49536036036036,4.279394333090757e-06,8.5371392760648e-06
8_96,8,96,{},130.61573768323206,48.504369369369364,4.279394333090757e-06,2.5918464918758177e-05
8_97,8,97,{},130.61573768323206,48.51337837837837,4.279394333090757e-06,2.3754518678980828e-05
8_98,8,98,{},130.61573768323206,48.52238738738739,4.279394333090757e-06,2.0714075551438032e-05
8_99,8,99,{},130.61573768323206,48.531396396396396,4.279394333090757e-06,4.279002520984678e-06
8_100,8,100,{},130.61573768323206,48.54040540540541,4.279394333090757e-06,1.0954087025039853e-05
8_101,8,101,{},130.61573768323206,48.54941441441441,4.279394333090757e-06,1.1964757078531986e-05
8_102,8,102,{},130.61573768323206,48.55842342342343,4.279394333090757e-06,1.1964757078531986e-05
8_103,8,103,{},130.61573768323206,48.56743243243243,4.279394333090757e-06,5.957181024882328e-06
8_104,8,104,{},130.61573768323206,48.57644144144143,4.279394333090757e-06,7.446589883642069e-06
8_105,8,105,{},130.61573768323206,48.58545045045044,4.279394333090757e-06,6.595251442395422e-05
8_106,8,106,{},130.61573768323206,48.59445945945946,4.279394333090757e-06,0.00018522214075891662
8_107,8,107,{},130.61573768323206,48.60346846846846,4.279394333090757e-06,0.00018170259924485285
8_108,8,108,{},130.61573768323206,48.612477477477476,4.279394333090757e-06,0.0001166960164222838
8_109,8,109,{},130.61573768323206,48.62148648648648,4.279394333090757e-06,9.527433942517001e-06
8_110,8,110,"{'total': 1, 'dominant_layer': 'multipolygons', 'layers': {'multipolygons': {'count': 1, 'types': {'natural:wood': 1}}}}",130.61573768323206,48.630495495495495,1.98408282716026e-05,9.002590800363772e-06
8_111,8,111,{},130.61573768323206,48.6395045045045,4.279394333090757e-06,9.527433942517001e-06
8_112,8,112,{},130.61573768323206,48.64851351351351,4.279394333090757e-06,8.528757088640503e-06
8_113,8,113,{},130.61573768323206,48.65752252252253,4.279394333090757e-06,6.972756171918801e-06
8_114,8,114,{},130.61573768323206,48.66653153153153,4.279394333090757e-06,7.2720621331337024e-06
8_115,8,115,{},130.61573768323206,48.67554054054054,4.279394333090757e-06,4.279002520984677e-06
8_116,8,116,{},130.61573768323206,48.68454954954955,4.279394333090757e-06,3.358885032840619e-05
8_117,8,117,{},130.61573768323206,48.69355855855855,4.279394333090757e-06,4.550362166888259e-05
8_118,8,118,{},130.61573768323206,48.70256756756756,4.279394333090757e-06,5.667355359939696e-05
8_119,8,119,"{'total': 3, 'dominant_layer': 'points', 'layers': {'points': {'count': 2, 'types': {'man_made:tower': 2}}, 'lines': {'count': 1, 'types': {'highway:service': 1}}}}",130.61573768323206,48.711576576576576,0.00016838829017284466,3.575028960857579e-05
8_120,8,120,{},130.61573768323206,48.720585585585575,4.279394333090757e-06,2.068838955934028e-05
8_121,8,121,{},130.61573768323206,48.7295945945946,4.279394333090757e-06,4.279002520984678e-06
8_122,8,122,{},130.61573768323206,48.7386036036036,4.279394333090757e-06,4.279002520984678e-06
8_123,8,123,{},130.61573768323206,48.74761261261261,4.279394333090757e-06,4.279002520984677e-06
8_124,8,124,{},130.61573768323206,48.75662162162162,4.279394333090757e-06,4.279002520984678e-06
8_125,8,125,{},130.61573768323206,48.76563063063062,4.279394333090757e-06,4.279002520984678e-06
8_126,8,126,{},130.61573768323206,48.774639639639645,4.279394333090757e-06,4.279002520984678e-06
8_127,8,127,{},130.61573768323206,48.783648648648644,4.279394333090757e-06,4.279002520984678e-06
8_128,8,128,{},130.61573768323206,48.79265765765766,4.279394333090757e-06,4.279002520984677e-06
8_129,8,129,{},130.61573768323206,48.80166666666667,4.279394333090757e-06,4.279002520984678e-06
8_130,8,130,{},130.6166325846962,48.810217108395705,4.279394333090757e-06,4.279002520984678e-06
8_131,8,131,{},130.62009058155718,48.817635380868694,4.279394333090757e-06,4.279002520984677e-06
8_136,8,136,{},130.61854451820528,48.86697349412845,4.279394333090757e-06,4.279002520984678e-06
8_137,8,137,{},130.6172805075148,48.87395430164833,4.279394333090757e-06,4.279002520984678e-06
8_138,8,138,{},130.61595475161366,48.88284658250238,4.279394333090757e-06,1.9701060821315337e-05
8_139,8,139,{},130.61573768323206,48.891756756756756,4.279394333090757e-06,1.7130717771260224e-05
8_140,8,140,{},130.61573768323206,48.90076576576576,4.279394333090757e-06,1.7130717771260224e-05
8_141,8,141,{},130.61656956084056,48.909323957744235,4.279394333090757e-06,4.279002520984678e-06
8_142,8,142,{},130.62026575673238,48.91598929841428,4.279394333090757e-06,4.279002520984678e-06
9_50,9,50,{},130.63560331285015,48.091928073304665,4.279394333090757e-06,4.279002520984677e-06
9_51,9,51,{},130.6355809901365,48.09896396396396,4.279394333090757e-06,4.279002520984677e-06
9_52,9,52,{},130.6355809901365,48.107972972972966,4.279394333090757e-06,4.279002520984678e-06
9_53,9,53,{},130.63560016915275,48.116710953466786,4.279394333090757e-06,3.4757020748472845e-05
9_54,9,54,{},130.63607195081264,48.121636535587115,4.279394333090757e-06,3.4757020748472845e-05
9_92,9,92,{},130.63019647593524,48.46973488313734,4.279394333090757e-06,4.279002520984677e-06
9_93,9,93,{},130.62935388125933,48.47734234234234,4.279394333090757e-06,4.279002520984678e-06
9_94,9,94,{},130.62935388125933,48.48635135135134,4.279394333090757e-06,4.279002520984678e-06
9_95,9,95,{},130.62935388125933,48.49536036036036,4.279394333090757e-06,4.279002520984678e-06
9_96,9,96,{},130.62935388125933,48.504369369369364,4.279394333090757e-06,4.279002520984678e-06
9_97,9,97,{},130.62935388125933,48.51337837837837,4.279394333090757e-06,4.279002520984678e-06
9_98,9,98,{},130.62935388125933,48.52238738738739,4.279394333090757e-06,4.279002520984678e-06
9_99,9,99,{},130.62935388125933,48.531396396396396,4.279394333090757e-06,4.279002520984678e-06
9_100,9,100,{},130.62935388125933,48.54040540540541,4.279394333090757e-06,4.279002520984678e-06
9_101,9,101,{},130.62935388125933,48.54941441441441,4.279394333090757e-06,4.279002520984678e-06
9_102,9,102,{},130.62935388125933,48.55842342342343,4.279394333090757e-06,4.279002520984678e-06
9_103,9,103,{},130.62935388125933,48.56743243243243,4.279394333090757e-06,4.279002520984678e-06
9_104,9,104,{},130.62935388125933,48.57644144144143,4.279394333090757e-06,4.279002520984678e-06
9_105,9,105,{},130.62935388125933,48.58545045045044,4.279394333090757e-06,4.279002520984678e-06
